"artist_name","artist_id","danceability","energy","valence","tempo","loudness","mode","key","acousticness"
"Franco Battiato","659277","-0.779862","0.575147","-0.442839","-0.414987","1.47142","-0.251476","-0.997286","0.123639"
"Harold Land","665944","3.00698","-0.315883","0.19446","1.12348","-0.19063","-0.339791","0.310008","1.78182"
"The Maine","667657","-2.50866","-0.553709","0.418997","-0.615509","-0.905622","0.631564","0.104491","0.217699"
"Marc Cohn","675710","1.52596","-0.0525517","-0.0566195","-0.809541","0.938432","-0.0501451","-1.31721","-0.527516"
"Glenn Jones","675976","0.0936266","1.24241","-0.90167","-0.0787109","0.115019","-0.509778","-0.131158","0.781207"
"Darryl Worley","676818","-0.992737","-0.466276","-0.712814","-0.801249","-0.174422","0.730851","-0.150812","0.283499"
"Ziggy Marley","697350","-0.840873","1.64475","-1.28173","0.565568","0.15911","1.34689","0.185745","0.927186"
"Brandon Heath","701790","-0.707435","0.485037","-0.568159","-0.251281","-0.0609605","1.50771","-0.147633","0.356902"
"Kellie Pickler","732652","-1.42146","-0.363917","-0.718981","-0.693874","-0.581576","0.959377","0.0576967","0.30509"
"Seven Mary Three","745568","-0.659993","-0.795094","-0.366814","-0.197081","-0.780423","1.67851","0.335491","0.61799"
"Steeleye Span","746068","0.902307","0.439116","0.729612","-0.283359","0.762398","-0.106161","-0.980717","-0.0116274"
"Split Enz","747757","0.729776","0.616157","0.105241","-0.496069","0.514324","-0.175205","-0.78896","0.0952504"
"Something Corporate","753056","-1.58999","-1.19022","-0.206635","-0.241798","-0.950566","1.03153","0.467847","0.773892"
"The Album Leaf","753422","3.11289","-2.42193","-0.940968","-0.766062","0.816487","-0.57024","-1.09172","0.206107"
"Soul Asylum","755519","-1.26741","-0.92386","0.00490012","-0.925272","1.35221","0.0920197","-1.07143","-0.108682"
"The Blasters","757177","-1.28126","1.06113","1.06572","-0.603098","-1.60398","-1.20113","-0.121837","-0.157356"
"Aztec Camera","759031","-0.62878","0.795418","-0.188525","-0.373247","-1.12571","-0.083009","0.293747","0.647521"
"Blind Faith","760154","0.717702","-1.01048","-0.482544","0.250185","-0.711221","-0.368664","0.564509","1.53095"
"Dr. Dog","760214","-1.16731","-0.454708","0.529185","0.039268","-0.900232","1.0364","0.167455","0.274492"
"Billy Taylor","768149","4.32138","1.32113","-0.357288","0.33623","-1.29757","-0.74365","-0.0194793","0.901722"
"Illinois Jacquet","770629","2.86314","0.654494","-0.266521","0.0340792","-0.239807","-0.309092","-0.395958","0.472214"
"The Left Banke","771010","0.345216","1.07266","0.476831","-0.597547","-1.4053","0.568362","-0.0973672","-0.0718554"
"Black Rebel Motorcycle Club","771388","-1.24102","-1.24935","0.156796","-0.490286","-0.307949","1.19045","-0.0934624","0.398332"
"King's X","771419","-1.20542","-0.335916","0.31687","0.0204764","-1.1606","0.713879","0.611604","1.00371"
"Nicole Scherzinger","774227","-2.09345","0.16439","-0.645314","1.80825","0.443723","0.228224","0.433662","-1.2048"
"The Chocolate Watchband","774791","0.0782851","0.0820331","0.116993","-0.512856","-1.58632","0.715997","0.432588","0.710556"
"Lagwagon","780581","-2.0876","-0.557147","0.79817","-0.804719","0.769135","0.509608","-0.903034","-0.125429"
"Cracker","780625","-1.42836","-0.545048","-0.356781","-0.759057","-0.487636","-0.140461","0.0815999","0.578192"
"Crumb","782297","0.848271","-1.10783","-0.845283","-0.343129","1.3724","0.797298","-0.973702","0.26187"
"The Roches","791120","2.23278","0.37311","-0.282628","-0.777999","-2.04351","0.536997","0.0675749","-0.242728"
"Coal Chamber","791734","-1.81448","-1.41317","0.500155","-0.529156","-0.33382","-0.10567","-0.242858","0.203045"
"Shanice","792839","-0.114428","0.54925","-0.534973","-0.249278","1.67803","0.333977","-1.11213","0.125665"
"France Gall","799466","-0.670794","0.430904","-1.75042","0.942757","0.0270763","0.547196","0.379503","-1.5377"
"Loleatta Holloway","829125","-1.15976","0.385718","-1.18007","0.869106","-0.0840159","-0.498242","0.882691","2.22151"
"Peter Murphy","840215","-0.0295357","0.208373","-1.52508","1.20079","-1.34786","-0.20258","1.1868","-0.964624"
"Vengaboys","840708","-2.2189","1.14688","-1.68787","-0.295879","-0.0127212","-1.16531","0.125863","1.03215"
"Jim Ford","849246","-1.42182","1.25063","-0.168788","-0.388109","-1.59632","0.136847","0.538139","0.727538"
"Propagandhi","855952","-1.77368","0.194493","0.59614","-0.926115","0.397383","-0.233803","-0.809935","-0.129859"
"David Foster","861757","2.1924","-0.0530208","-1.08661","-0.440318","-0.672791","0.626505","-0.282947","0.137713"
"Brett Dennen","862761","-1.38249","0.730961","-0.42434","-0.766637","-0.144556","-0.222691","-0.419017","-0.00719629"
"Renaissance","887619","0.925943","-1.93054","-0.766263","1.18326","0.554219","-0.288304","0.348927","-0.862422"
"Mick Jagger","892823","-0.986691","0.308413","-0.710387","0.160184","-0.913518","0.755053","0.479358","0.875556"
"Gnarls Barkley","913130","-2.44787","0.451349","0.336117","-0.0166037","-0.912745","0.757461","0.293569","0.473451"
"4 Non Blondes","919239","-0.387887","-0.168564","-0.640119","-0.582656","-0.128616","0.967627","-0.243797","0.21779"
"The United States of America","920101","1.50892","-1.80855","1.03634","-0.572733","-1.63265","0.301401","-0.12745","0.121303"
"Tom Paxton","934721","2.25022","1.76065","0.167654","-0.259864","0.567915","0.542313","-1.12035","-0.32723"
"Tonic","936095","-1.74919","-0.975632","-0.0414939","-0.348912","-0.668286","1.32661","0.262497","0.667004"
"Bryan White","939565","0.281548","-0.169175","-0.470667","-0.905249","-0.430683","0.988605","-0.382018","-0.148598"
"Georges Delerue","944643","3.66819","-0.907008","0.323213","-0.790788","-1.6033","0.845858","-0.344149","-0.138081"
"Captain Beyond","944933","-0.863406","-1.18234","1.11801","0.596005","-2.13774","-1.23672","0.865939","-1.6186"
"dc Talk","946560","-1.83947","-0.437206","-0.90097","0.973094","0.276268","-0.503987","0.53317","-0.978417"
"Go West","950441","-1.82193","0.983459","-0.611222","-0.964665","0.940055","-1.3114","-0.812833","0.182088"
"The Blasters","1213943","-1.28126","1.06113","1.06572","-0.603098","-1.60398","-1.20113","-0.121837","-0.157356"
"Them Crooked Vultures","2043528","-2.46935","-1.87103","0.70239","-0.945521","-0.758883","-0.192571","-0.0379345","0.197739"
"Bridgit Mendler","2397780","-2.41566","-0.0602368","-0.763913","-0.781824","-0.0197013","0.930055","-0.264752","0.0263417"
"Black Veil Brides","2478029","-2.86461","-1.99618","0.346892","-1.33008","-1.11282","-0.00309391","-0.134791","-0.311928"
"Cher Lloyd","2641312","-2.50698","0.243876","0.0113743","0.194036","-0.309448","1.04824","0.0943108","0.418646"
"Crown the Empire","3007613","-1.70043","-1.48355","0.635177","-0.134626","-0.263821","1.24392","-0.146821","0.24929"
"Starset","3210853","-1.76435","-2.94737","-0.410623","0.384894","0.33577","0.796542","-0.0199456","-2.05021"
"Cheat Codes","3391646","-2.39443","0.148392","-0.327185","0.0869417","-0.17561","1.5109","-0.118899","0.10493"
"Colter Wall","3539434","1.33693","0.121806","-1.83733","0.778561","-0.307628","0.649336","0.0236913","-2.14152"
"Frank Loesser","11028","3.12229","0.418865","2.81859","0.931684","-0.79766","0.161331","-0.813819","-0.211748"
"Sheila E.","19953","-0.98821","0.303728","-1.10788","0.52644","1.74772","-1.08907","-0.246627","1.5887"
"Andrew Hill","34617","1.91313","-1.21169","-1.0942","1.34898","-0.0995251","-1.35906","0.599703","-0.550441"
"The Commitments","77963","-0.460315","0.824039","-0.689842","-0.350923","-0.164212","0.777344","-0.180723","0.37073"
"Billy Eckstine","82584","3.94302","-0.147665","0.874526","-0.938274","0.434872","1.14752","-1.5692","-0.869225"
"Irene Cara","86826","-0.407398","0.156791","-0.138112","-0.425741","-0.426255","0.385014","-0.16488","0.296006"
"Kirk Whalum","101795","0.09379","-0.0244068","-0.606534","0.748906","-0.768138","0.397528","0.718764","1.58293"
"Kostas","102176","2.84604","1.05741","0.906709","-0.0632774","-1.5515","-1.15746","-0.0988858","0.614495"
"Chris Botti","105329","1.29622","-0.401555","-1.1126","-0.287113","-0.142104","0.501286","-0.189833","0.578926"
"Jo Stafford","112017","3.171","1.09111","0.339929","-0.450171","-0.0839454","0.985747","-1.04061","-0.5287"
"Thad Jones","133119","1.81764","0.449145","0.678926","-0.55769","0.504397","-0.793917","-1.21388","-0.150359"
"Take That","159433","-0.956789","0.0943388","-0.547466","-0.574663","-0.452218","0.830764","-0.116714","0.172944"
"ChantÃ© Moore","165345","-0.46818","-0.132488","-0.537286","-0.532875","1.0542","-0.664644","-0.687807","0.462403"
"Fun Boy Three","185617","-0.519928","1.46796","0.508619","-0.0530005","0.709704","-0.581168","-1.00912","-0.174702"
"Jean-Jacques Perrey","189641","-0.202961","1.68657","0.0940019","-0.495052","0.107737","-2.85827","-0.744177","0.447754"
"Cassie","193305","-1.78411","0.470147","-0.535136","0.200168","0.097688","1.10361","0.00116861","0.592105"
"John Carpenter","221684","1.58249","-0.895773","-0.832611","-0.504503","-0.113265","-1.10338","-0.444194","0.47553"
"Dead or Alive","226556","-2.11704","0.300889","-0.58632","1.43824","-0.299923","-1.57805","0.902241","-0.581774"
"Wayne Toups","253914","-0.195919","0.0058971","0.0395507","-0.536583","-1.67055","0.458414","0.387811","0.404952"
"Percy Heath","256575","2.63595","0.767853","-0.538864","0.490854","0.183028","-0.311953","-0.217722","1.11947"
"Howard Hewett","276381","-0.045221","0.62991","-0.712537","1.35144","1.05337","-0.881261","-0.124299","-1.37169"
"Raphael Saadiq","402249","-1.25136","1.38193","-1.51132","1.342","1.38961","-0.681511","-0.17747","-1.40845"
"The Rippingtons","424117","1.11025","-0.14132","-1.12026","1.04053","0.492154","-1.44859","0.0953987","-1.08439"
"Happy Mondays","553483","-1.48877","-0.0402656","-0.572094","0.00384155","0.477094","-0.27555","-0.0269675","1.12061"
"Skeeter Davis","749175","2.02036","1.50946","0.497729","-0.550607","0.387157","0.664394","-1.20636","-0.544844"
"Stephen Schwartz","750146","1.46295","-0.564089","0.0868008","-0.67763","1.2352","0.608812","-1.45565","-0.534152"
"Beny MorÃ©","758194","0.86392","1.08471","0.329963","-0.108336","-0.419955","-0.360387","-0.513419","0.100592"
"Big Mama Thornton","762288","0.779944","0.204069","0.477756","-0.709725","0.726046","-0.551324","-1.13586","-0.20965"
"Charlie Watts","773407","-0.984931","0.453942","0.531728","-0.403027","-0.766789","-0.157654","-0.0145263","0.429671"
"Gym Class Heroes","784010","-1.94029","0.476957","0.288763","0.58093","1.85061","0.621724","-0.910394","0.408087"
"Lee ""Scratch"" Perry","785380","-0.739137","1.833","-0.500215","1.26504","0.330155","0.293333","0.00236316","1.09525"
"MK","812101","-1.88875","0.241169","-1.12093","0.813253","1.34749","-0.969692","-0.292221","-1.65913"
"Liberace","822777","4.73486","-1.59922","2.24973","0.935719","0.0382217","-1.08914","-1.21514","0.193404"
"The Muppets","888942","1.63732","1.0173","-0.406294","-0.181519","-0.772039","1.53339","-0.2796","-0.0280199"
"Groove Armada","942335","-0.8233","-0.533022","-1.37846","0.740645","-0.0641954","0.654782","0.530305","1.54599"
"Jerrod Niemann","1449541","-1.53962","0.955835","-0.0764689","0.213736","-0.491976","0.894412","0.063588","0.399892"
"Matthew Koma","2786685","-1.81889","-0.785422","-0.387579","-1.08388","0.917973","0.329015","-0.909096","-0.203595"
"Electric Guest","2831504","-1.88969","1.26463","-1.42321","0.97142","1.47989","-0.80899","-0.353936","-1.72009"
"Chris Lane","3455720","-2.55559","-0.441622","-0.367285","-0.700067","-1.13362","1.13885","0.201443","0.0126516"
"ToÃ±o Rosario","1097","-1.67627","1.56389","-0.0677877","0.49515","1.23237","-1.11901","-0.571058","0.765983"
"Sounds of Blackness","1306","-2.34244","0.737504","0.105451","-0.220823","0.84301","-1.46502","-0.528216","0.623858"
"Tank","3426","-0.590277","-1.5972","0.120667","1.76091","-0.664136","0.913148","0.307008","-1.99483"
"Spanky & Our Gang","8245","0.980468","0.0105965","1.46335","-0.0680467","-0.302492","1.21127","-0.532958","0.046828"
"SHeDAISY","9437","-1.05385","-0.0925269","-0.232433","-0.977481","-1.3931","0.567502","0.169025","0.167276"
"Stealers Wheel","12877","-1.16329","1.51558","-0.684551","-0.160043","-0.162246","0.436575","-0.102068","0.419781"
"Shawn Colvin","13387","0.941692","-0.105213","-0.0326348","-0.100971","-1.40524","0.88509","0.270407","0.392615"
"Taste","14959","1.53073","-0.4931","-0.171348","-0.00435107","-0.860686","0.656379","0.109642","0.706128"
"Sixpence None the Richer","17387","-0.880589","-0.0832146","-0.93986","-0.866827","1.12029","1.3305","-0.923923","-0.116955"
"Paul Hardcastle","18513","-0.596111","0.512899","-0.982117","0.859246","-1.20973","-1.34301","1.06621","2.09817"
"Shirley Murdock","25475","0.32324","-0.334682","-0.0598956","0.456813","-0.195159","1.08972","-0.203863","0.408858"
"Sleater-Kinney","26164","-1.84898","-0.915139","0.183974","-1.32419","-1.41359","0.22537","0.00127709","-0.0387134"
"Andrew Bird","26193","-0.291816","0.37739","-0.23618","-0.669837","0.778936","0.264897","-0.96738","-0.204499"
"Steve Jablonsky","31158","2.92168","-3.04258","-2.1049","0.362928","-0.414087","0.358805","0.0651152","-1.63772"
"Smog","31606","0.962856","-0.251924","-1.3375","0.204247","-0.845423","0.741718","0.447637","1.08987"
"Super Cat","33580","-1.64038","1.82187","0.630493","2.20478","-0.538598","0.804489","0.429509","1.22536"
"Steve Tyrell","37197","1.73269","0.0954093","-0.542865","-0.559634","1.02005","1.97218","-1.28744","-0.634883"
"The Alarm","37931","-1.65054","0.0206543","-0.421635","-0.308553","-1.27784","0.188567","0.679959","1.10254"
"Gladys Knight","40225","0.139106","-0.0146371","-1.05085","-0.0355028","-0.0999131","1.67888","-0.0160772","0.560836"
"Songs: Ohia","40230","0.477312","-1.01363","-1.79095","0.893548","-0.306897","0.39656","0.56543","-1.2913"
"Sweet Sensation","48507","-0.70599","0.519017","-0.957119","-0.182887","0.993529","-1.70026","-0.38639","1.19549"
"Azymuth","55939","1.17726","0.171674","-1.6049","0.603179","0.468888","-1.36109","0.286288","2.16193"
"The Free Design","57209","1.49153","0.332841","0.652889","-1.36856","-2.21476","0.0352097","-0.318374","-0.828621"
"B.J. Thomas","57840","0.481057","0.992654","-0.07351","-0.513937","-0.0675196","0.628474","-0.670686","-0.195045"
"Bobby CapÃ³","59699","0.905621","2.54993","0.320739","1.94798","-1.44569","-0.927277","0.485643","-1.62761"
"The Five Satins","61479","1.72447","0.250002","0.516805","-1.20983","-0.706848","0.711019","-0.983158","-0.985436"
"Svend Asmussen","65094","3.85489","1.388","0.262571","0.236328","-1.92741","0.592159","0.120413","0.477224"
"B2K","68896","-1.58907","1.69271","-0.847726","0.572973","1.54735","0.00662514","-0.612646","0.777759"
"The Happenings","72999","1.39447","0.994817","1.10256","-0.97149","0.294187","-0.332901","-1.40177","-0.839617"
"Bad Manners","75394","-1.70261","1.12217","-0.244512","-0.269733","-0.956264","-1.20338","0.0236395","0.477383"
"Body Count","78191","-1.31163","-0.93971","2.39188","1.80168","-0.849855","0.440561","-0.177191","0.264435"
"The Housemartins","78886","-0.124993","1.3613","-0.256744","-0.244715","-1.2837","0.339872","0.374567","0.809829"
"The Libertines","80649","-2.08049","-0.905235","0.408626","-1.92916","0.400814","-0.754891","-1.25291","-0.885594"
"Boyzone","83194","-1.1202","0.194415","-0.322907","-0.961737","1.15919","-0.195753","-1.18489","-0.429954"
"Wolfmother","86250","-1.54792","-1.85143","0.741925","-0.706242","0.806491","0.276606","-0.885221","-0.0450947"
"Ian Hunter","87597","-0.754262","0.578362","-0.291952","-0.24527","0.779909","-0.891944","-0.378567","1.00529"
"Billy Lee Riley","89713","-1.34621","-0.106858","3.81229","0.125266","-0.223372","-2.25489","-0.807185","-0.109193"
"King Radio","91852","1.84372","2.86166","1.48451","0.576093","-1.66686","-0.604751","-0.105139","0.264574"
"Black Oak Arkansas","93849","-1.24237","-1.00331","1.95617","-0.556582","-2.14906","-1.28658","0.358225","0.36539"
"Colin Hay","97395","1.42573","0.238108","-0.87037","-0.109733","-0.00305014","1.17921","-0.421711","0.179014"
"L7","100473","-0.997694","-0.920233","-0.386348","-1.42193","-0.456695","-1.18806","-0.449285","0.183868"
"Conflict","101701","-1.10261","-2.61873","2.7002","-0.294045","-0.634218","-0.306595","-0.918735","-0.565027"
"Kim Wilde","103447","-2.1201","0.364027","-0.805999","-0.774957","-0.323976","0.214837","-0.145616","0.16851"
"Jacob Do Bandolim","104741","1.20535","1.64674","0.62503","-0.240274","-1.6934","-2.06733","0.224207","1.01967"
"Colby O'Donis","106145","-2.24035","0.598857","-1.59285","0.981403","1.44964","-0.643141","-0.136209","-1.48354"
"Tye Tribbett","111969","-2.1275","-1.64672","0.302055","2.22631","-1.10988","-0.120511","1.15853","-0.837087"
"Chromeo","116425","-1.94642","0.745004","-1.20685","1.40792","-0.32914","-0.0494649","0.717427","-1.15121"
"The Dickies","123007","-1.40018","-0.861403","1.45245","-1.82089","-0.0896302","-1.23557","-1.10656","-0.625624"
"Jackie Paris","127766","4.08864","0.342243","1.15207","-0.221099","-0.89684","1.55054","-0.646618","-0.232613"
"The Dirty Dozen Brass Band","128290","-0.538749","0.435963","0.00363685","0.33615","0.324706","-1.65251","-0.288898","1.0846"
"Classics IV","135059","1.17664","1.39812","-0.750515","0.49197","0.709909","-0.569416","-0.751493","-2.44006"
"James & Bobby Purify","135494","-0.92303","1.22992","1.36882","0.423713","-1.39915","0.294997","0.345192","0.517867"
"Jody Watley","137084","-0.787419","1.90611","-0.609121","-0.117805","1.24323","-1.09953","-0.767996","0.549897"
"The Cyrkle","137401","0.854128","2.19144","-0.410065","-0.398463","-1.16572","0.742847","-0.134739","0.00595807"
"The Duprees","143367","1.70305","-0.0328088","0.720376","-1.61862","0.133413","0.459305","-1.49405","-1.13026"
"The Easybeats","145086","-1.87385","0.559151","0.380455","-0.263537","-1.49264","0.563002","0.39375","0.579043"
"Cutting Crew","146755","-1.37923","-0.463998","0.518467","-0.233047","0.73492","-0.498953","-0.616625","0.291676"
"Dope","158018","-2.79499","-1.02829","-1.11979","0.324986","-1.62108","-0.155105","0.92581","-1.68018"
"Dwele","159340","-1.2531","-0.0529457","-0.617292","2.58641","-0.0541812","1.45385","0.734648","-1.04077"
"Caravan","167296","1.16751","-1.05031","-0.831454","0.859968","1.40948","-1.15681","-0.0848066","1.98775"
"Don Byas","172350","3.73265","1.43891","-0.0676184","0.216415","-1.31441","-1.22917","-0.124568","0.785873"
"August Burns Red","177336","-1.7045","-3.16525","1.1044","-0.694699","-0.901076","0.42398","-0.148076","0.192231"
"Edgar Winter","178536","0.998125","-0.91714","2.09209","0.582632","0.913851","-0.978761","-0.768902","0.698702"
"Flaw","181719","-1.55147","-1.40251","-0.554097","0.582733","0.0514538","-0.558326","0.00276755","-1.72375"
"Great Big Sea","184208","-1.08506","1.36189","0.0906161","-0.0891317","-1.097","0.215672","0.0180955","0.245014"
"Wall of Voodoo","191175","-0.992751","-0.5527","1.42946","-0.362541","0.695291","-1.05935","-0.892254","0.0467028"
"Gato Barbieri","191680","1.45415","-0.594414","-1.31061","0.405851","-0.931636","-0.614504","0.456392","-1.33321"
"Denise LaSalle","199090","-0.79566","1.02399","-0.838701","1.34246","-0.170623","-1.31028","0.533444","-1.0245"
"Cat Anderson","199369","2.8391","-1.79655","3.5927","3.93505","-0.743702","-1.83568","0.472868","-0.563331"
"Ernestine Anderson","200777","2.3898","1.35279","0.180512","0.845009","-1.00498","-0.534223","-0.122014","-2.24035"
"Ty Herndon","201716","-0.872351","0.32093","-0.226926","-0.585237","-0.423014","0.434935","-0.161487","0.240667"
"Victor Borge","203804","2.61459","-3.7304","7.72927","9.83944","0.523878","1.09686","0.115536","2.70043"
"Wilbert Harrison","209517","-0.71582","2.51823","0.95008","-0.0864649","0.390379","-1.20336","-0.769384","0.221514"
"Dick Gregory","211197","1.17494","0.267665","7.9603","7.39587","0.922201","-0.542448","-1.98904","-0.186163"
"Jane Birkin","216846","0.942933","0.548207","-0.905469","0.192834","0.691981","-0.608589","-0.6426","-2.28607"
"Dead Moon","222351","-1.42147","-0.370325","0.327834","-0.854306","-1.46578","-0.187954","0.153325","0.2088"
"Hound Dog Taylor","225754","-0.330601","0.790899","-0.461887","1.61449","-0.847502","-0.627599","0.771896","-1.06223"
"Lil' Mo","231397","-1.795","0.478053","0.976125","1.79594","-0.548923","0.295717","-0.138767","0.356311"
"Mark Ronson","237773","-2.08655","-0.388006","-0.149268","-0.11077","1.91679","0.509957","-1.1627","-0.0642832"
"Johnny Hates Jazz","238968","-1.72041","1.19695","-0.298027","0.353289","-0.721418","0.392408","0.533646","1.1107"
"Sandie Shaw","240081","0.404692","2.0486","-0.25615","-0.495832","1.28985","0.408042","-1.28321","-0.164593"
"Rockpile","243012","-0.961994","1.59907","0.47085","-1.02082","0.166091","-1.87428","-0.862609","-0.0242925"
"Les McCann","245760","1.43991","-0.200672","-0.345555","0.643607","-0.769232","0.366259","0.497486","1.447"
"Whiskeytown","246169","-0.240517","-0.172056","-0.372368","-0.570216","-1.32503","1.15566","0.175647","0.150769"
"Wet Willie","249303","-0.340116","1.0955","-0.158879","0.175097","-0.4803","-0.482633","0.197619","1.04606"
"Johnny Thunders","252184","0.312932","-1.32031","1.07096","-1.42481","-0.347122","-0.776471","-0.987247","-0.576772"
"Hoodoo Gurus","261106","-1.51846","-0.311413","0.367435","-1.21788","-0.304439","-0.464465","-0.497462","0.0119414"
"Jennifer Hudson","266129","-1.95885","0.540749","-0.863134","0.0823308","-0.628192","1.39255","0.321468","0.616657"
"Esther Phillips","271029","1.24544","1.19913","-0.449323","0.367572","-1.01717","1.22455","0.370549","0.979858"
"Lola BeltrÃ¡n","279097","0.531435","0.278403","0.149181","-0.363561","0.822962","0.395491","-0.926662","-0.0221252"
"Deerhunter","280897","-0.926333","-1.75973","0.291022","0.220822","0.705499","-0.262482","-0.223858","1.11398"
"Rites of Spring","282800","-0.619027","-2.10249","0.66952","-1.20267","-1.17073","-0.500249","-0.0698848","0.534505"
"Sam Bush","286662","1.07741","0.165674","0.707665","0.20589","-1.07768","-1.27584","0.183885","1.06117"
"Arik Einstein","287249","0.924487","0.510507","-0.335701","-0.738151","0.591568","0.0913777","-0.942668","-0.102087"
"Robert Wyatt","292915","1.15149","-0.495066","-0.0255438","-0.143208","-0.928382","1.42439","0.0663591","0.41231"
"Los Lonely Boys","295274","-1.8675","0.85998","-0.827915","-0.0177939","-0.924078","0.628091","0.567564","1.08094"
"Possessed","299429","-0.802528","-3.33571","1.12897","-0.438757","-1.03296","2.33417","0.0125345","0.320798"
"Little Milton","300534","0.274784","0.561335","0.152161","0.202267","-1.44123","-0.294096","0.417372","0.816257"
"Lucero","310905","0.0146323","-0.244341","-0.592913","-0.707313","-1.27784","1.36656","0.146889","0.105848"
"The New Lost City Ramblers","330967","2.93255","1.96111","0.818457","-0.408338","0.357369","-0.514261","-1.30988","-0.406888"
"Ronnie Laws","331473","-0.0560731","-0.606174","-1.38678","0.826867","-1.77213","-1.00013","1.3092","-0.735021"
"Mayhem","335302","0.140378","-4.3083","-1.25247","0.248246","-0.767138","-1.02769","0.566128","-0.948018"
"Jesse Winchester","339905","0.47397","1.24879","-0.202443","-0.59608","-0.872978","-0.0126162","-0.194991","0.118795"
"Roy Hargrove","345426","2.66729","-1.3686","-1.58028","0.178203","-0.0278866","0.70987","-0.081508","0.957929"
"Pink Martini","345708","0.672922","0.857456","-0.437936","-0.239711","-0.243273","1.02366","-0.44975","-0.066753"
"Richard Lewis","347886","5.74035","-0.764791","0.2595","-0.418392","-1.99022","0.620646","-0.109919","0.212024"
"Pixinguinha","352294","2.605","1.63945","0.693637","-0.448732","-0.316226","-2.84465","-0.836704","0.495139"
"Prince Buster","359494","-0.833464","2.0669","0.795199","0.97822","-1.44909","-0.433972","0.29707","0.613825"
"Kasabian","361541","-1.84294","-1.23298","0.0353181","-0.048216","-0.411238","1.7255","0.144422","0.532244"
"Psychic TV","375945","1.36664","0.0415326","0.428036","-0.758512","0.320455","-1.32166","-1.16165","-0.310216"
"Neko Case","381371","-0.544285","-1.17539","0.0325858","-1.18788","-1.65321","1.14434","0.0646278","-0.238259"
"Neal McCoy","383853","-2.00218","1.33692","-0.372682","-0.490782","0.294723","-0.287435","-0.424971","0.26475"
"Railroad Earth","391151","-1.68786","0.225992","-0.47607","-0.254101","-0.736273","-0.0537017","0.418664","1.01757"
"Ramblin' Jack Elliott","391398","1.46868","-0.585738","0.686091","0.852344","-1.34535","0.704212","0.189274","0.632636"
"Nicolette Larson","407101","1.55943","1.54394","-1.55228","1.34004","-0.716495","0.697896","0.580748","-1.31987"
"Ray Nance","408531","2.8391","-1.79655","3.5927","3.93505","-0.743702","-1.83568","0.472868","-0.563331"
"Ray Wylie Hubbard","414291","-0.600259","0.268688","0.233275","1.05707","-0.0780658","0.832314","0.411447","1.42631"
"Nils Lofgren","414745","-0.763746","0.439562","0.703682","1.86383","-1.8956","-0.825572","1.2967","-0.888805"
"The Shangri-Las","418955","0.785595","-0.270321","1.55063","0.109651","1.30228","1.07901","-1.59018","-0.670436"
"Reckless Kelly","448144","-1.21491","0.180515","0.120998","-0.521213","-0.943412","0.730616","0.0511105","0.260115"
"Red House Painters","451296","1.60788","-1.24812","-1.00699","0.0779132","-0.648781","0.754128","0.377755","1.05366"
"Obituary","465562","-0.982491","-2.98281","0.764354","-0.0917467","-0.602429","0.964754","0.105245","0.800677"
"Orbital","481354","0.441541","-1.86028","-2.09778","0.298145","-0.800239","-0.694876","0.927775","2.05526"
"The Starting Line","485525","-1.78082","-0.802141","0.362745","-0.861028","1.04706","0.0900265","-0.899009","0.069208"
"The dB's","489209","-1.23966","0.857678","0.311755","-1.09422","0.444765","-1.48339","-0.836192","0.11854"
"Mike Oldfield","489520","2.23807","-4.05903","-2.73555","2.20164","1.26276","-2.06153","1.05889","0.999893"
"The Royal Guardsmen","490805","-0.255774","1.87279","0.669972","-0.510234","0.282543","-0.958722","-0.95431","-0.106573"
"The Samples","494016","0.0714828","0.290986","-0.41205","-0.491606","0.954961","0.210938","-0.732425","0.468139"
"Monster Magnet","495455","-0.699804","-1.9688","-1.0207","-0.0244217","-0.595239","0.123229","0.58499","1.47649"
"The Rembrandts","498484","-2.00216","-0.0499362","-0.0653522","-0.656128","-1.0381","0.345602","0.0401276","0.138892"
"The Silhouettes","502351","0.233374","1.81225","0.949189","-0.13902","-1.0773","-0.0988651","-0.274142","0.0475314"
"The Selecter","504276","-1.50588","1.93171","-0.0203761","-0.114896","0.493264","-1.12562","-0.566855","0.374367"
"Aterciopelados","511041","-1.97967","0.945722","-1.41557","1.16793","0.818957","0.103034","0.142135","-1.33274"
"Alex Bugnon","515790","0.609458","0.172522","-0.767574","0.18763","1.05036","-0.858298","-0.380013","1.29394"
"Tommy Flanagan","519715","2.69749","-0.795419","-1.1166","0.189367","0.0823172","-1.01716","-0.110066","1.28227"
"Cactus","520215","-0.421544","-0.767022","0.638368","-0.145242","-1.55392","0.515031","0.459173","0.80072"
"Capleton","540010","-2.13296","0.835538","0.0467783","2.73411","1.33621","-1.00174","-0.372244","-1.54931"
"J. Holiday","551115","-0.438137","0.189193","-1.32911","1.76728","-0.249302","1.09654","0.402101","-1.60018"
"Dag Nasty","563834","-1.38909","-1.75558","0.905375","-0.112152","0.0506479","-0.665313","-0.587854","-2.63437"
"The Sylvers","565521","-1.5669","1.87013","-0.291592","-0.181515","-0.596402","-0.548783","0.111597","0.77969"
"Daryle Singletary","573100","-0.899905","-0.0310632","0.245965","-0.647814","0.282187","0.531139","-0.661826","-0.118634"
"Thom Yorke","588887","-0.092387","-1.47852","-1.1802","-0.701432","1.61342","-0.379233","-0.969942","0.478046"
